Documet1,Document2,K,ShinglesJaccard,AproxSim
"13-Pride-Perjudice","19-Pride-Perjudice",8,0.0299625,0.158092
"13-Pride-Perjudice","2-Don-Quijote",8,0,0.614611
"13-Pride-Perjudice","2-Mare-Balena",8,0,0.505606
"13-Pride-Perjudice","2-Pride-Perjudice",8,0.0193205,0.0802561
"13-Pride-Perjudice","20-Don-Quijote",8,0,0.684085
"13-Pride-Perjudice","20-Mare-Balena",8,0,0.125312
"13-Pride-Perjudice","20-Pride-Perjudice",8,0.025641,0.129071
"13-Pride-Perjudice","3-Don-Quijote",8,0,0.335229
"13-Pride-Perjudice","3-Mare-Balena",8,0,0.905686
"13-Pride-Perjudice","3-Pride-Perjudice",8,0.0531982,0.258778
"13-Pride-Perjudice","4-Don-Quijote",8,0,0.121008
"13-Pride-Perjudice","4-Mare-Balena",8,0,0.462707
"13-Pride-Perjudice","4-Pride-Perjudice",8,0.118283,0.906418
"13-Pride-Perjudice","5-Don-Quijote",8,0,0.109285
"13-Pride-Perjudice","5-Mare-Balena",8,0,0.837259
"13-Pride-Perjudice","5-Pride-Perjudice",8,0.00142857,0.0253878
"13-Pride-Perjudice","6-Don-Quijote",8,0,0.01089
"13-Pride-Perjudice","6-Mare-Balena",8,0.000298151,0.703559
"13-Pride-Perjudice","6-Pride-Perjudice",8,0.0508906,0.271481
"13-Pride-Perjudice","7-Don-Quijote",8,0,0.353882
"13-Pride-Perjudice","7-Mare-Balena",8,0,0.102417
"13-Pride-Perjudice","7-Pride-Perjudice",8,0.0701347,0.400317
"13-Pride-Perjudice","8-Don-Quijote",8,0,0.0800312
"13-Pride-Perjudice","8-Mare-Balena",8,0,0.534336
"13-Pride-Perjudice","8-Pride-Perjudice",8,0.0421456,0.202543
"13-Pride-Perjudice","9-Don-Quijote",8,0,0.335466
"13-Pride-Perjudice","9-Mare-Balena",8,0,0.200979
"13-Pride-Perjudice","9-Pride-Perjudice",8,0.0183697,0.0980622
"14-Don-Quijote","14-Mare-Balena",8,0,0.037496
"14-Don-Quijote","14-Pride-Perjudice",8,0,0.707129
"14-Don-Quijote","15-Don-Quijote",8,0.0666991,0.262062
"14-Don-Quijote","15-Mare-Balena",8,0,0.0202459
"14-Don-Quijote","15-Pride-Perjudice",8,0,0.194922
"14-Don-Quijote","16-Don-Quijote",8,0.0225636,0.0811725
"14-Don-Quijote","16-Mare-Balena",8,0.000341763,0.321658
"14-Don-Quijote","16-Pride-Perjudice",8,0,0.0942744
"14-Don-Quijote","17-Don-Quijote",8,0.0178731,0.0681811
"14-Don-Quijote","17-Mare-Balena",8,0,0.266703
"14-Don-Quijote","17-Pride-Perjudice",8,0,0.0175223
"14-Don-Quijote","18-Don-Quijote",8,0.108346,0.472756
"14-Don-Quijote","18-Mare-Balena",8,0.000332226,0.420232
"14-Don-Quijote","18-Pride-Perjudice",8,0,0.024687
"14-Don-Quijote","19-Don-Quijote",8,0.120223,0.568478
"14-Don-Quijote","19-Mare-Balena",8,0,0.0707497
"14-Don-Quijote","19-Pride-Perjudice",8,0,0.153821
"14-Don-Quijote","2-Don-Quijote",8,0.154469,0.81692
"14-Don-Quijote","2-Mare-Balena",8,0.00056101,0.459874
"14-Don-Quijote","2-Pride-Perjudice",8,0,0.298904
"14-Don-Quijote","20-Don-Quijote",8,0.0175824,0.0850317
"14-Don-Quijote","20-Mare-Balena",8,0.000918907,0.751201
"14-Don-Quijote","20-Pride-Perjudice",8,0,0.440379
"14-Don-Quijote","3-Don-Quijote",8,0.063335,0.247874
"14-Don-Quijote","3-Mare-Balena",8,0.000313775,0.380534
"14-Don-Quijote","3-Pride-Perjudice",8,0,0.188263
"14-Don-Quijote","4-Don-Quijote",8,0.130499,0.586877
"14-Don-Quijote","4-Mare-Balena",8,0,0.19842
"14-Don-Quijote","4-Pride-Perjudice",8,0,0.637555
"14-Don-Quijote","5-Don-Quijote",8,0.0774566,0.336641
"14-Don-Quijote","5-Mare-Balena",8,0.000407664,0.257225
"14-Don-Quijote","5-Pride-Perjudice",8,0,0.784069
"14-Don-Quijote","6-Don-Quijote",8,0.0132502,0.0428349
"14-Don-Quijote","6-Mare-Balena",8,0.000320821,0.261155
"14-Don-Quijote","6-Pride-Perjudice",8,0,0.26868
"14-Don-Quijote","7-Don-Quijote",8,0.0979971,0.432217
"14-Don-Quijote","7-Mare-Balena",8,0.00053952,0.543734
"14-Don-Quijote","7-Pride-Perjudice",8,0,0.283528
"14-Don-Quijote","8-Don-Quijote",8,0.0622642,0.274998
"14-Don-Quijote","8-Mare-Balena",8,0,0.192986
"14-Don-Quijote","8-Pride-Perjudice",8,0,0.404109
"14-Don-Quijote","9-Don-Quijote",8,0.159388,0.863827
"14-Don-Quijote","9-Mare-Balena",8,0.000237925,0.706691
"14-Don-Quijote","9-Pride-Perjudice",8,0,0.048361
"14-Mare-Balena","14-Pride-Perjudice",8,0,0.00891004
"14-Mare-Balena","15-Don-Quijote",8,0,0.218895
"14-Mare-Balena","15-Mare-Balena",8,0.087286,0.439539
"14-Mare-Balena","15-Pride-Perjudice",8,0,0.074991
"14-Mare-Balena","16-Don-Quijote",8,0,0.000977777
"14-Mare-Balena","16-Mare-Balena",8,0.0605222,0.279758
"14-Mare-Balena","16-Pride-Perjudice",8,0,0.314744
"14-Mare-Balena","17-Don-Quijote",8,0,0.0418331
"14-Mare-Balena","17-Mare-Balena",8,0.0751304,0.335458
"14-Mare-Balena","17-Pride-Perjudice",8,0,0.315878
"14-Mare-Balena","18-Don-Quijote",8,0.000317763,0.252069
"14-Mare-Balena","18-Mare-Balena",8,0.0628753,0.272324
"14-Mare-Balena","18-Pride-Perjudice",8,0.000443754,0.570071
"14-Mare-Balena","19-Don-Quijote",8,0.000556483,0.0135601
"14-Mare-Balena","19-Mare-Balena",8,0.0863583,0.398741
"14-Mare-Balena","19-Pride-Perjudice",8,0.000317561,0.293646
"14-Mare-Balena","2-Don-Quijote",8,0,0.0142281
"14-Mare-Balena","2-Mare-Balena",8,0.0670667,0.316761
"14-Mare-Balena","2-Pride-Perjudice",8,0.000235849,0.52617
"14-Mare-Balena","20-Don-Quijote",8,0.000358423,0.822169
"14-Mare-Balena","20-Mare-Balena",8,0.0144404,0.0788934
"14-Mare-Balena","20-Pride-Perjudice",8,0,0.544107
"14-Mare-Balena","3-Don-Quijote",8,0,0.255178
"14-Mare-Balena","3-Mare-Balena",8,0.0688983,0.298081
"14-Mare-Balena","3-Pride-Perjudice",8,0,0.203292
"14-Mare-Balena","4-Don-Quijote",8,0,0.151794
"14-Mare-Balena","4-Mare-Balena",8,0.062069,0.293487
"14-Mare-Balena","4-Pride-Perjudice",8,0.000317259,0.310966
"14-Mare-Balena","5-Don-Quijote",8,0,0.0691305
"14-Mare-Balena","5-Mare-Balena",8,0.0609137,0.30181
"14-Mare-Balena","5-Pride-Perjudice",8,0,0.222975
"14-Mare-Balena","6-Don-Quijote",8,0.000305437,0.317675
"14-Mare-Balena","6-Mare-Balena",8,0.084767,0.384665
"14-Mare-Balena","6-Pride-Perjudice",8,0,0.252289
"14-Mare-Balena","7-Don-Quijote",8,0,0.104412
"14-Mare-Balena","7-Mare-Balena",8,0.0495442,0.213442
"14-Mare-Balena","7-Pride-Perjudice",8,0.000262329,0.449514
"14-Mare-Balena","8-Don-Quijote",8,0,0.433554
"14-Mare-Balena","8-Mare-Balena",8,0.0544471,0.211413
"14-Mare-Balena","8-Pride-Perjudice",8,0.000229621,0.545888
"14-Mare-Balena","9-Don-Quijote",8,0,0.05333
"14-Mare-Balena","9-Mare-Balena",8,0,0.00974714
"14-Mare-Balena","9-Pride-Perjudice",8,0.000229148,0.547383
"14-Pride-Perjudice","15-Don-Quijote",8,0,0.232584
"14-Pride-Perjudice","15-Mare-Balena",8,0,0.112793
"14-Pride-Perjudice","15-Pride-Perjudice",8,0.0861759,0.565455
"14-Pride-Perjudice","16-Don-Quijote",8,0,0.844236
"14-Pride-Perjudice","16-Mare-Balena",8,0,0.129766
"14-Pride-Perjudice","16-Pride-Perjudice",8,0.0169029,0.0748032
"14-Pride-Perjudice","17-Don-Quijote",8,0,0.314122
"14-Pride-Perjudice","17-Mare-Balena",8,0.000267237,0.867104
"14-Pride-Perjudice","17-Pride-Perjudice",8,0.0556691,0.290373
"14-Pride-Perjudice","18-Don-Quijote",8,0,0.762543
"14-Pride-Perjudice","18-Mare-Balena",8,0,0.244864
"14-Pride-Perjudice","18-Pride-Perjudice",8,0.109496,0.725269
"14-Pride-Perjudice","19-Don-Quijote",8,0,0.698951
"14-Pride-Perjudice","19-Mare-Balena",8,0,0.186741
"14-Pride-Perjudice","19-Pride-Perjudice",8,0.0314363,0.177029
"14-Pride-Perjudice","2-Don-Quijote",8,0,0.367429
"14-Pride-Perjudice","2-Mare-Balena",8,0,0.10512
"14-Pride-Perjudice","2-Pride-Perjudice",8,0.0862963,0.570008
"14-Pride-Perjudice","20-Don-Quijote",8,0,0.422919
"14-Pride-Perjudice","20-Mare-Balena",8,0,0.667379
"14-Pride-Perjudice","20-Pride-Perjudice",8,0.0398671,0.22471
"14-Pride-Perjudice","3-Don-Quijote",8,0,0.237496
"14-Pride-Perjudice","3-Mare-Balena",8,0,0.402988
"14-Pride-Perjudice","3-Pride-Perjudice",8,0.0251572,0.116453
"14-Pride-Perjudice","4-Don-Quijote",8,0,0.00788092
"14-Pride-Perjudice","4-Mare-Balena",8,0,0.0167116
"14-Pride-Perjudice","4-Pride-Perjudice",8,0.0403055,0.241085
"14-Pride-Perjudice","5-Don-Quijote",8,0,0.334647
"14-Pride-Perjudice","5-Mare-Balena",8,0,0.107695
"14-Pride-Perjudice","5-Pride-Perjudice",8,0.0588235,0.283248
"14-Pride-Perjudice","6-Don-Quijote",8,0,0.0275935
"14-Pride-Perjudice","6-Mare-Balena",8,0,0.0222328
"14-Pride-Perjudice","6-Pride-Perjudice",8,0.0348644,0.154976
"14-Pride-Perjudice","7-Don-Quijote",8,0,0.481316
"14-Pride-Perjudice","7-Mare-Balena",8,0,0.112295
"14-Pride-Perjudice","7-Pride-Perjudice",8,0.0530474,0.24252
"14-Pride-Perjudice","8-Don-Quijote",8,0,0.445536
"14-Pride-Perjudice","8-Mare-Balena",8,0,0.0605893
"14-Pride-Perjudice","8-Pride-Perjudice",8,0.0535714,0.291703
"14-Pride-Perjudice","9-Don-Quijote",8,0,0.28405
"14-Pride-Perjudice","9-Mare-Balena",8,0,0.0899598
"14-Pride-Perjudice","9-Pride-Perjudice",8,0.0334686,0.172046
"15-Don-Quijote","15-Mare-Balena",8,0,0.164068
"15-Don-Quijote","15-Pride-Perjudice",8,0,0.102153
"15-Don-Quijote","16-Don-Quijote",8,0.107622,0.450404
"15-Don-Quijote","16-Mare-Balena",8,0,0.0798843
"15-Don-Quijote","16-Pride-Perjudice",8,0,0.160871
"15-Don-Quijote","17-Don-Quijote",8,0.0410334,0.144514
"15-Don-Quijote","17-Mare-Balena",8,0,0.00434864
"15-Don-Quijote","17-Pride-Perjudice",8,0,0.429367
"15-Don-Quijote","18-Don-Quijote",8,0.0214724,0.070047
"15-Don-Quijote","18-Mare-Balena",8,0.000730194,0.246055
"15-Don-Quijote","18-Pride-Perjudice",8,0,0.494417
"15-Don-Quijote","19-Don-Quijote",8,0.000541712,0.00237226
"15-Don-Quijote","19-Mare-Balena",8,0,0.228325
"15-Don-Quijote","19-Pride-Perjudice",8,0,0.170731
"15-Don-Quijote","2-Don-Quijote",8,0.0776192,0.273928
"15-Don-Quijote","2-Mare-Balena",8,0.000715649,0.708412
"15-Don-Quijote","2-Pride-Perjudice",8,0,0.242894
"15-Don-Quijote","20-Don-Quijote",8,0.0128655,0.0398641
"15-Don-Quijote","20-Mare-Balena",8,0.000263296,0.580355
"15-Don-Quijote","20-Pride-Perjudice",8,0,0.16624
"15-Don-Quijote","3-Don-Quijote",8,0.0551129,0.182181
"15-Don-Quijote","3-Mare-Balena",8,0,0.294234
"15-Don-Quijote","3-Pride-Perjudice",8,0,0.233711
"15-Don-Quijote","4-Don-Quijote",8,0.0124121,0.0410229
"15-Don-Quijote","4-Mare-Balena",8,0.000255232,0.618168
"15-Don-Quijote","4-Pride-Perjudice",8,0,0.207051
"15-Don-Quijote","5-Don-Quijote",8,0.0136054,0.0438038
"15-Don-Quijote","5-Mare-Balena",8,0,0.0863966
"15-Don-Quijote","5-Pride-Perjudice",8,0.000505051,0.223289
"15-Don-Quijote","6-Don-Quijote",8,0.00914341,0.0290716
"15-Don-Quijote","6-Mare-Balena",8,0,0.178354
"15-Don-Quijote","6-Pride-Perjudice",8,0,0.389111
"15-Don-Quijote","7-Don-Quijote",8,0.0722121,0.291011
"15-Don-Quijote","7-Mare-Balena",8,0,0.0670956
"15-Don-Quijote","7-Pride-Perjudice",8,0,0.495916
"15-Don-Quijote","8-Don-Quijote",8,0.0567901,0.198829
"15-Don-Quijote","8-Mare-Balena",8,0,0.140725
"15-Don-Quijote","8-Pride-Perjudice",8,0,0.77473
"15-Don-Quijote","9-Don-Quijote",8,0.137602,0.655093
"15-Don-Quijote","9-Mare-Balena",8,0,0.138072
"15-Don-Quijote","9-Pride-Perjudice",8,0,0.110261
"15-Mare-Balena","15-Pride-Perjudice",8,0.000501505,0.101979
"15-Mare-Balena","16-Don-Quijote",8,0,0.293042
"15-Mare-Balena","16-Mare-Balena",8,0.0151362,0.055574
"15-Mare-Balena","16-Pride-Perjudice",8,0,0.184682
"15-Mare-Balena","17-Don-Quijote",8,0,0.119101
"15-Mare-Balena","17-Mare-Balena",8,0.0601793,0.277708
"15-Mare-Balena","17-Pride-Perjudice",8,0,0.0321413
"15-Mare-Balena","18-Don-Quijote",8,0.000330469,0.130035
"15-Mare-Balena","18-Mare-Balena",8,0.00567823,0.0248869
"15-Mare-Balena","18-Pride-Perjudice",8,0,0.25967
"15-Mare-Balena","19-Don-Quijote",8,0.000667111,0.0882293
"15-Mare-Balena","19-Mare-Balena",8,0.0336879,0.124631
"15-Mare-Balena","19-Pride-Perjudice",8,0,0.0361008
"15-Mare-Balena","2-Don-Quijote",8,0,0.104084
"15-Mare-Balena","2-Mare-Balena",8,0.0208149,0.0766073
"15-Mare-Balena","2-Pride-Perjudice",8,0,0.313227
"15-Mare-Balena","20-Don-Quijote",8,0.000185014,0.78808
"15-Mare-Balena","20-Mare-Balena",8,0.00906344,0.0286299
"15-Mare-Balena","20-Pride-Perjudice",8,0,0.315485
"15-Mare-Balena","3-Don-Quijote",8,0.000280899,0.313718
"15-Mare-Balena","3-Mare-Balena",8,0.126439,0.685768
"15-Mare-Balena","3-Pride-Perjudice",8,0,0.134884
"15-Mare-Balena","4-Don-Quijote",8,0,0.178889
"15-Mare-Balena","4-Mare-Balena",8,0.0859818,0.422531
"15-Mare-Balena","4-Pride-Perjudice",8,0,0.202783
"15-Mare-Balena","5-Don-Quijote",8,0,0.293125
"15-Mare-Balena","5-Mare-Balena",8,0.0584702,0.271777
"15-Mare-Balena","5-Pride-Perjudice",8,0,0.600826
"15-Mare-Balena","6-Don-Quijote",8,0,0.272945
"15-Mare-Balena","6-Mare-Balena",8,0.0844749,0.36999
"15-Mare-Balena","6-Pride-Perjudice",8,0,0.192392
"15-Mare-Balena","7-Don-Quijote",8,0.000316256,0.348694
"15-Mare-Balena","7-Mare-Balena",8,0.044586,0.223193
"15-Mare-Balena","7-Pride-Perjudice",8,0,0.0400557
"15-Mare-Balena","8-Don-Quijote",8,0.000465549,0.48621
"15-Mare-Balena","8-Mare-Balena",8,0.13211,0.813114
"15-Mare-Balena","8-Pride-Perjudice",8,0,0.119473
"15-Mare-Balena","9-Don-Quijote",8,0.00074474,0.780917
"15-Mare-Balena","9-Mare-Balena",8,0.0690562,0.290308
"15-Mare-Balena","9-Pride-Perjudice",8,0.000361664,0.28634
"15-Pride-Perjudice","16-Don-Quijote",8,0,0.0740962
"15-Pride-Perjudice","16-Mare-Balena",8,0,0.576723
"15-Pride-Perjudice","16-Pride-Perjudice",8,0.00142349,0.00794006
"15-Pride-Perjudice","17-Don-Quijote",8,0,0.185208
"15-Pride-Perjudice","17-Mare-Balena",8,0,0.0934718
"15-Pride-Perjudice","17-Pride-Perjudice",8,0.0350964,0.164356
"15-Pride-Perjudice","18-Don-Quijote",8,0,0.25379
"15-Pride-Perjudice","18-Mare-Balena",8,0,0.0253578
"15-Pride-Perjudice","18-Pride-Perjudice",8,0.0257252,0.15747
"15-Pride-Perjudice","19-Don-Quijote",8,0,0.18951
"15-Pride-Perjudice","19-Mare-Balena",8,0,0.165338
"15-Pride-Perjudice","19-Pride-Perjudice",8,0.082838,0.557809
"15-Pride-Perjudice","2-Don-Quijote",8,0,0.63986
"15-Pride-Perjudice","2-Mare-Balena",8,0,0.31131
"15-Pride-Perjudice","2-Pride-Perjudice",8,0.0337401,0.216476
"15-Pride-Perjudice","20-Don-Quijote",8,0,0.374417
"15-Pride-Perjudice","20-Mare-Balena",8,0,0.248847
"15-Pride-Perjudice","20-Pride-Perjudice",8,0.0747698,0.459841
"15-Pride-Perjudice","3-Don-Quijote",8,0,0.0177723
"15-Pride-Perjudice","3-Mare-Balena",8,0,0.0338861
"15-Pride-Perjudice","3-Pride-Perjudice",8,0.090664,0.668329
"15-Pride-Perjudice","4-Don-Quijote",8,0,0.107681
"15-Pride-Perjudice","4-Mare-Balena",8,0,0.319484
"15-Pride-Perjudice","4-Pride-Perjudice",8,0.0740741,0.454473
"15-Pride-Perjudice","5-Don-Quijote",8,0,0.1835
"15-Pride-Perjudice","5-Mare-Balena",8,0,0.226034
"15-Pride-Perjudice","5-Pride-Perjudice",8,0.0269033,0.157396
"15-Pride-Perjudice","6-Don-Quijote",8,0,0.425
"15-Pride-Perjudice","6-Mare-Balena",8,0,0.351162
"15-Pride-Perjudice","6-Pride-Perjudice",8,0.0251631,0.117217
"15-Pride-Perjudice","7-Don-Quijote",8,0,0.285949
"15-Pride-Perjudice","7-Mare-Balena",8,0.000569152,0.156125
"15-Pride-Perjudice","7-Pride-Perjudice",8,0.0984033,0.534028
"15-Pride-Perjudice","8-Don-Quijote",8,0,0.267733
"15-Pride-Perjudice","8-Mare-Balena",8,0,0.278214
"15-Pride-Perjudice","8-Pride-Perjudice",8,0.0252101,0.157727
"15-Pride-Perjudice","9-Don-Quijote",8,0,0.540128
"15-Pride-Perjudice","9-Mare-Balena",8,0,0.0390968
"15-Pride-Perjudice","9-Pride-Perjudice",8,0.0502864,0.250265
"16-Don-Quijote","16-Mare-Balena",8,0.000781657,0.533329
"16-Don-Quijote","16-Pride-Perjudice",8,0,0.187997
"16-Don-Quijote","17-Don-Quijote",8,0.106108,0.4716
"16-Don-Quijote","17-Mare-Balena",8,0.00065388,0.81739
"16-Don-Quijote","17-Pride-Perjudice",8,0,0.0226167
"16-Don-Quijote","18-Don-Quijote",8,0.131167,0.59455
"16-Don-Quijote","18-Mare-Balena",8,0,0.0775973
"16-Don-Quijote","18-Pride-Perjudice",8,0,0.358768
"16-Don-Quijote","19-Don-Quijote",8,0.00898789,0.0311133
"16-Don-Quijote","19-Mare-Balena",8,0,0.263131
"16-Don-Quijote","19-Pride-Perjudice",8,0,0.764058
"16-Don-Quijote","2-Don-Quijote",8,0.0546139,0.200831
"16-Don-Quijote","2-Mare-Balena",8,0.000465983,0.22915
"16-Don-Quijote","2-Pride-Perjudice",8,0,0.117906
"16-Don-Quijote","20-Don-Quijote",8,0.015625,0.0552981
"16-Don-Quijote","20-Mare-Balena",8,0,0.481694
"16-Don-Quijote","20-Pride-Perjudice",8,0,0.37796
"16-Don-Quijote","3-Don-Quijote",8,0.0786325,0.349934
"16-Don-Quijote","3-Mare-Balena",8,0.000282247,0.401325
"16-Don-Quijote","3-Pride-Perjudice",8,0,0.252127
"16-Don-Quijote","4-Don-Quijote",8,0.100453,0.448758
"16-Don-Quijote","4-Mare-Balena",8,0,0.163156
"16-Don-Quijote","4-Pride-Perjudice",8,0,0.219238
"16-Don-Quijote","5-Don-Quijote",8,0.056101,0.23869
"16-Don-Quijote","5-Mare-Balena",8,0.000288184,0.518838
"16-Don-Quijote","5-Pride-Perjudice",8,0,0.307807
"16-Don-Quijote","6-Don-Quijote",8,0.0114796,0.0380559
"16-Don-Quijote","6-Mare-Balena",8,0.000562746,0.489707
"16-Don-Quijote","6-Pride-Perjudice",8,0,0.184736
"16-Don-Quijote","7-Don-Quijote",8,0.10799,0.457197
"16-Don-Quijote","7-Mare-Balena",8,0,0.241974
"16-Don-Quijote","7-Pride-Perjudice",8,0,0.156876
"16-Don-Quijote","8-Don-Quijote",8,0.0813397,0.310388
"16-Don-Quijote","8-Mare-Balena",8,0.000606796,0.457037
"16-Don-Quijote","8-Pride-Perjudice",8,0,0.194819
"16-Don-Quijote","9-Don-Quijote",8,0.0899453,0.442414
"16-Don-Quijote","9-Mare-Balena",8,0,0.488427
"16-Don-Quijote","9-Pride-Perjudice",8,0,0.109173
"16-Mare-Balena","16-Pride-Perjudice",8,0,0.152936
"16-Mare-Balena","17-Don-Quijote",8,0.000580552,0.392715
"16-Mare-Balena","17-Mare-Balena",8,0.0337896,0.137526
"16-Mare-Balena","17-Pride-Perjudice",8,0,0.208555
"16-Mare-Balena","18-Don-Quijote",8,0,0.0884427
"16-Mare-Balena","18-Mare-Balena",8,0.0418702,0.198356
"16-Mare-Balena","18-Pride-Perjudice",8,0,0.12725
"16-Mare-Balena","19-Don-Quijote",8,0.000242954,0.397214
"16-Mare-Balena","19-Mare-Balena",8,0.020415,0.079945
"16-Mare-Balena","19-Pride-Perjudice",8,0,0.292347
"16-Mare-Balena","2-Don-Quijote",8,0.000469704,0.401828
"16-Mare-Balena","2-Mare-Balena",8,0.0213134,0.0799222
"16-Mare-Balena","2-Pride-Perjudice",8,0.000251256,0.436806
"16-Mare-Balena","20-Don-Quijote",8,0.000279018,0.320352
"16-Mare-Balena","20-Mare-Balena",8,0.0195661,0.103581
"16-Mare-Balena","20-Pride-Perjudice",8,0.000859845,0.10129
"16-Mare-Balena","3-Don-Quijote",8,0,0.0328389
"16-Mare-Balena","3-Mare-Balena",8,0.0166848,0.0522699
"16-Mare-Balena","3-Pride-Perjudice",8,0,0.0978532
"16-Mare-Balena","4-Don-Quijote",8,0,0.000327283
"16-Mare-Balena","4-Mare-Balena",8,0.0224882,0.0865432
"16-Mare-Balena","4-Pride-Perjudice",8,0,0.213617
"16-Mare-Balena","5-Don-Quijote",8,0,0.0922598
"16-Mare-Balena","5-Mare-Balena",8,0.0863151,0.390112
"16-Mare-Balena","5-Pride-Perjudice",8,0,0.429852
"16-Mare-Balena","6-Don-Quijote",8,0.000491521,0.455435
"16-Mare-Balena","6-Mare-Balena",8,0.0203762,0.0873319
"16-Mare-Balena","6-Pride-Perjudice",8,0,0.274239
"16-Mare-Balena","7-Don-Quijote",8,0.000470921,0.48428
"16-Mare-Balena","7-Mare-Balena",8,0.00988372,0.0723494
"16-Mare-Balena","7-Pride-Perjudice",8,0.000253485,0.476753
"16-Mare-Balena","8-Don-Quijote",8,0,0.0890417
"16-Mare-Balena","8-Mare-Balena",8,0.00567108,0.033578
"16-Mare-Balena","8-Pride-Perjudice",8,0,0.170395
"16-Mare-Balena","9-Don-Quijote",8,0,0.120572
"16-Mare-Balena","9-Mare-Balena",8,0.0871148,0.464201
"16-Mare-Balena","9-Pride-Perjudice",8,0,0.00679991
"16-Pride-Perjudice","17-Don-Quijote",8,0,0.118317
"16-Pride-Perjudice","17-Mare-Balena",8,0,0.122751
"16-Pride-Perjudice","17-Pride-Perjudice",8,0.0710383,0.413759
"16-Pride-Perjudice","18-Don-Quijote",8,0,0.0477482
"16-Pride-Perjudice","18-Mare-Balena",8,0.000669344,0.111045
"16-Pride-Perjudice","18-Pride-Perjudice",8,0.126736,0.939952
"16-Pride-Perjudice","19-Don-Quijote",8,0,0.663213
"16-Pride-Perjudice","19-Mare-Balena",8,0,0.283296
"16-Pride-Perjudice","19-Pride-Perjudice",8,0.080766,0.477172
"16-Pride-Perjudice","2-Don-Quijote",8,0,0.145644
"16-Pride-Perjudice","2-Mare-Balena",8,0,0.093104
"16-Pride-Perjudice","2-Pride-Perjudice",8,0.110118,0.758438
"16-Pride-Perjudice","20-Don-Quijote",8,0,0.455603
"16-Pride-Perjudice","20-Mare-Balena",8,0,0.0337047
"16-Pride-Perjudice","20-Pride-Perjudice",8,0.0442594,0.233969
"16-Pride-Perjudice","3-Don-Quijote",8,0,0.142181
"16-Pride-Perjudice","3-Mare-Balena",8,0,0.457122
"16-Pride-Perjudice","3-Pride-Perjudice",8,0.0227979,0.138005
"16-Pride-Perjudice","4-Don-Quijote",8,0,0.0866604
"16-Pride-Perjudice","4-Mare-Balena",8,0,0.287901
"16-Pride-Perjudice","4-Pride-Perjudice",8,0.0376984,0.148072
"16-Pride-Perjudice","5-Don-Quijote",8,0,0.276212
"16-Pride-Perjudice","5-Mare-Balena",8,0,0.309644
"16-Pride-Perjudice","5-Pride-Perjudice",8,0.0555786,0.271408
"16-Pride-Perjudice","6-Don-Quijote",8,0,0.231531
"16-Pride-Perjudice","6-Mare-Balena",8,0,0.363242
"16-Pride-Perjudice","6-Pride-Perjudice",8,0.121238,0.96581
"16-Pride-Perjudice","7-Don-Quijote",8,0,0.663319
"16-Pride-Perjudice","7-Mare-Balena",8,0,0.228879
"16-Pride-Perjudice","7-Pride-Perjudice",8,0.0257706,0.122006
"16-Pride-Perjudice","8-Don-Quijote",8,0,0.0400865
"16-Pride-Perjudice","8-Mare-Balena",8,0,0.0668686
"16-Pride-Perjudice","8-Pride-Perjudice",8,0.0377104,0.23422
"16-Pride-Perjudice","9-Don-Quijote",8,0,0.118852
"16-Pride-Perjudice","9-Mare-Balena",8,0,0.0642719
"16-Pride-Perjudice","9-Pride-Perjudice",8,0.0027137,0.0359767
"17-Don-Quijote","17-Mare-Balena",8,0,0.347652
"17-Don-Quijote","17-Pride-Perjudice",8,0,0.164452
"17-Don-Quijote","18-Don-Quijote",8,0.0145267,0.0511756
"17-Don-Quijote","18-Mare-Balena",8,0.000302115,0.369192
"17-Don-Quijote","18-Pride-Perjudice",8,0,0.39457
"17-Don-Quijote","19-Don-Quijote",8,0.00981997,0.057831
"17-Don-Quijote","19-Mare-Balena",8,0,0.440953
"17-Don-Quijote","19-Pride-Perjudice",8,0,0.605482
"17-Don-Quijote","2-Don-Quijote",8,0.0726595,0.288077
"17-Don-Quijote","2-Mare-Balena",8,0,0.0277984
"17-Don-Quijote","2-Pride-Perjudice",8,0,0.278073
"17-Don-Quijote","20-Don-Quijote",8,0.0645378,0.269611
"17-Don-Quijote","20-Mare-Balena",8,0.000962001,0.24049
"17-Don-Quijote","20-Pride-Perjudice",8,0,0.263402
"17-Don-Quijote","3-Don-Quijote",8,0.0122669,0.0367951
"17-Don-Quijote","3-Mare-Balena",8,0,0.289411
"17-Don-Quijote","3-Pride-Perjudice",8,0,0.136546
"17-Don-Quijote","4-Don-Quijote",8,0.0835788,0.35254
"17-Don-Quijote","4-Mare-Balena",8,0,0.0180771
"17-Don-Quijote","4-Pride-Perjudice",8,0,0.107088
"17-Don-Quijote","5-Don-Quijote",8,0.151068,0.748569
"17-Don-Quijote","5-Mare-Balena",8,0,0.0172787
"17-Don-Quijote","5-Pride-Perjudice",8,0,0.498584
"17-Don-Quijote","6-Don-Quijote",8,0.0263478,0.107379
"17-Don-Quijote","6-Mare-Balena",8,0.000762002,0.57612
"17-Don-Quijote","6-Pride-Perjudice",8,0,0.111256
"17-Don-Quijote","7-Don-Quijote",8,0.117467,0.558675
"17-Don-Quijote","7-Mare-Balena",8,0.000302755,0.314085
"17-Don-Quijote","7-Pride-Perjudice",8,0,0.0197647
"17-Don-Quijote","8-Don-Quijote",8,0.0169164,0.0495437
